,weight,grade92,age,ownchild,chldpres,hourly_wage,intmonth_August,intmonth_December,intmonth_February,intmonth_January,intmonth_July,intmonth_June,intmonth_March,intmonth_May,intmonth_November,intmonth_October,intmonth_September,stfips_AL,stfips_AR,stfips_AZ,stfips_CA,stfips_CO,stfips_CT,stfips_DC,stfips_DE,stfips_FL,stfips_GA,stfips_HI,stfips_IA,stfips_ID,stfips_IL,stfips_IN,stfips_KS,stfips_KY,stfips_LA,stfips_MA,stfips_MD,stfips_ME,stfips_MI,stfips_MN,stfips_MO,stfips_MS,stfips_MT,stfips_NC,stfips_ND,stfips_NE,stfips_NH,stfips_NJ,stfips_NM,stfips_NV,stfips_NY,stfips_OH,stfips_OK,stfips_OR,stfips_PA,stfips_RI,stfips_SC,stfips_SD,stfips_TN,stfips_TX,stfips_UT,stfips_VA,stfips_VT,stfips_WA,stfips_WI,stfips_WV,stfips_WY,"prcitshp_Foreign Born, US Cit By Naturalization","prcitshp_Native, Born Abroad Of US Parent(s)","prcitshp_Native, Born In US","prcitshp_Native, Born in PR or US Outlying Area","ind02_** Apparel, fabrics, and notions, merchant wholesalers (*4243)",ind02_** Construction (23),"ind02_** Farm supplies, merchant wholesalers (*42491)","ind02_** Groceries and related products, merchant wholesalers (*4244)","ind02_** Machinery, equipment, and supplies, merchant wholesalers (*4238)",ind02_** Mail order houses (*454113),"ind02_** Miscellaneous (nondurable goods, merchant wholesalerss*4249 exc. 42491)","ind02_** Miscellaneous durable goods, merchant wholesalers (*4239 exc. 42393)","ind02_** Motor vehicles, parts and supplies, merchant wholesalers (*4231)","ind02_** Paper and paper products, merchant wholesalers (*4241)","ind02_** Professional and commercial equipment and supplies, merchant wholesalers (*4234)",ind02_*** Electronic auctions (New industrys*454112),ind02_*** Electronic shopping (New industry *454111),"ind02_**** Data processing, hosting, and related services (*5182)",ind02_****Department stores and discount stores (s45211),ind02_**Newspaper publishers (51111),"ind02_**Publishing, except newspapers and software (5111 exc. 51111)",ind02_3095,ind02_3365,ind02_3895,ind02_4195,ind02_4795,ind02_5275,ind02_5295,"ind02_Accounting, tax preparation, bookkeeping, and payroll services (5412)","ind02_Administration of economic programs and space research (926, 927)","ind02_Administration of environmental quality and housing programs (924, 925)",ind02_Administration of human resource programs (923),ind02_Advertising and related services (5418),"ind02_Aerospace products and parts manufacturing (336414, 336415, 336419)",ind02_Air transportation (481),ind02_Aircraft and parts manufacturing (336411 to 336413),ind02_Animal slaughtering and processing (3116),"ind02_Architectural, engineering, and related services (5413)","ind02_Auto parts, accessories, and tire stores (4413)",ind02_Automobile dealers (4411),"ind02_Bakeries, except retail (3118 exc. 311811)","ind02_Banking and related activities (521, 52211,52219)",ind02_Beverage manufacturing (3121),ind02_Book stores and news dealers (45121),ind02_Building material and supplies dealers (4441 exc. 44413),ind02_Business support services (5614),"ind02_Business, professional, political, and similar organizations (8139 exc. 81393)","ind02_Business, technical, and trade schools and training (6114, 6115)",ind02_Carpet and rug mills (31411),"ind02_Cement, concrete, lime, and gypsum product manufacturing (3273, 3274)",ind02_Child day care services (6244),"ind02_Civic, social, advocacy organizations, and grantmaking and giving services (8132, 8133, 8134)","ind02_Clothing and accessories, except shoe, stores (448 exc. 44821, 4483)","ind02_Colleges and universities, including junior colleges (6112, 6113)","ind02_Commercial, industrial, and other intangible assets rental and leasing (5324, 533)","ind02_Communications, audio, and video equipment manufacturing (3342, 3343)","ind02_Community food and housing, and emergency services (6242)",ind02_Computer systems design and related services (5415),"ind02_Construction, mining and oil field machinery manufacturing (33312, 33313)",ind02_Couriers and messengers (492),ind02_Cut and sew apparel manufacturing (3152),"ind02_Drinking places, alcoholic beverages (7224)","ind02_Electric and gas, and other combinations (Pts. 2211, 2212)","ind02_Electric power generation, transmission and distribution (Pt. 2211)","ind02_Electrical lighting, equipment, and supplies manufacturing, n.e.c. (3351, 3353, 3359)",ind02_Electronic and precision equipment repair and maintenance (8112),"ind02_Electronic component and product manufacturing, n.e.c. (3344, 3346)",ind02_Elementary and secondary schools (6111),ind02_Employment services (5613),"ind02_Executive offices and legislative bodies (92111, 92112, 92114, pt. 92115)","ind02_Fabric mills, except knitting (3132 exc. 31324)",ind02_Footwear manufacturing (3162),ind02_Foundries (3315),ind02_Fuel dealers (45431),"ind02_Funeral homes, cemeteries, and crematories (8122)",ind02_Furniture and home furnishings stores (442),"ind02_Gift, novelty, and souvenir shops (45322)",ind02_Glass and glass product manufacturing (3272),ind02_Grocery stores (4451),"ind02_Health and personal care, except drug, stores (446 exc. 44611)",ind02_Home health care services (6216),ind02_Hospitals (622),ind02_Household appliance manufacturing (3352),"ind02_Independent artists, performing arts, spectator sports, and related industries (711)",ind02_Individual and family services (6241),"ind02_Industrial and miscellaneous chemicals (3251, 3259)",ind02_Insurance carriers and related activities (524),ind02_Internet publishing and broadcasting and web search portals (51913),ind02_Investigation and security services (5616),"ind02_Jewelry, luggage, and leather goods stores (4483)","ind02_Justice, public order, and safety activities (922, pt. 92115)","ind02_Knitting mills (31324, 3151)",ind02_Labor unions (81393),ind02_Landscaping services (56173),ind02_Lawn and garden equipment and supplies stores (4442),"ind02_Leather tanning and products, except footwear manufacturing (3161, 3169)",ind02_Legal services (5411),ind02_Libraries and archives (*51912),"ind02_Machinery manufacturing, n.e.c. (3332, 3334, 3339)",ind02_Management of companies and enterprises (551),"ind02_Management, scientific, and technical consulting services (5416)",ind02_Medical equipment and supplies manufacturing (3391),ind02_Metalworking machinery manufacturing (3335),"ind02_Miscellaneous manufacturing, n.e.c. (3399 exc. 33992, 33993)",ind02_Miscellaneous nonmetallic mineral product manufacturing (3279),"ind02_Miscellaneous paper and pulp products (32222,32223, 32229)",ind02_Miscellaneous petroleum and coal products (32419),ind02_Miscellaneous retail stores (4539),ind02_Motion pictures and video industries (5121),"ind02_Motor vehicles and motor vehicle equipment manufacturing (3361, 3362, 3363)","ind02_Museums, art galleries, historical sites, and similar institutions (712)","ind02_Nail salons and other personal care services (812113, 81219)",ind02_National security and international affairs (928),"ind02_Navigational, measuring, electromedical, and control instruments manufacturing (3345)","ind02_Non-depository credit and related activities (5222, 5223)","ind02_Not specified manufacturing industries (Part of 31, 32, 33)","ind02_Not specified retail trade (Part of 44, 45)",ind02_Nursing care facilities (6231),ind02_Office supplies and stationery stores (45321),ind02_Offices of chiropractors (62131),ind02_Offices of physicians (6211),ind02_Oil and gas extraction (211),"ind02_Other administrative and other support services (5611, 5612, 5619)","ind02_Other amusement, gambling, and recreation industries (713 exc. 71395)",ind02_Other direct selling establishments (45439),ind02_Other general government and support (92119),"ind02_Other health care services (6215, 6219)",ind02_Other information services (*5191 exc. 51912),ind02_Other personal services (8129),"ind02_Other professional, scientific, and technical services (5419 exc. 54194)","ind02_Other schools, instruction, and educational services (6116, 6117)","ind02_Other telecommunications services (*517 exc. 5171, 5175)",ind02_Other transportation equipment manufacturing (3369),ind02_Outpatient care centers (6214),"ind02_Paint, coating, and adhesive manufacturing B46 (3255)",ind02_Paperboard containers and boxes (32221),ind02_Petroleum refining (32411),ind02_Pharmaceutical and medicine manufacturing (3254),ind02_Pipeline transportation (486),ind02_Plastics product manufacturing (3261),ind02_Printing and related support activities (3231),ind02_Public finance activities (92113),"ind02_Pulp, paper, and paperboard mills (3221)","ind02_Radio and television broadcasting and cable (5151, 5152, 5175)",ind02_Rail transportation (482),ind02_Real estate (531),ind02_Religious organizations (8131),"ind02_Residential care facilities, without nursing (6232, 6233, 6239)","ind02_Resin, synthetic rubber and fibers, and filaments manufacturing (3252)",ind02_Restaurants and other food services (722 exc. 7224),ind02_Retail bakeries (311811),ind02_Retail florists (4531),"ind02_Rubber products, except tires, manufacturing (32622, 32629)","ind02_Savings institutions, including credit unions (52212, 52213)",ind02_Sawmills and wood preservation (3211),ind02_Scenic and sightseeing transportation (487),ind02_Scientific research and development services (5417),"ind02_Securities, commodities, funds, trusts, and other financial investments (523, 525)",ind02_Services incidental to transportation (488),ind02_Ship and boat building (3366),"ind02_Soap, cleaning compound, and cosmetics manufacturing (3256)",ind02_Software publishing (5112),ind02_Sound recording industries (5122),ind02_Specialized design services (5414),ind02_Specialty food stores (4452),ind02_Structural clay product manufacturing (32712),"ind02_Structural metals, and tank and shipping container manufacturing (3323, 3324)",ind02_Support activities for agriculture and forestry (115),ind02_Support activities for mining (213),ind02_Textile and fabric finishing and coating mills (3133),"ind02_Textile product mills, except carpets and rugs (314 exc. 31411)","ind02_Toys, amusement, and sporting goods manufacturing (33992, 33993)",ind02_Travel arrangements and reservation services (5615),ind02_Traveler accommodation (7211),ind02_Truck transportation (484),ind02_Used merchandise stores (4533),ind02_Vocational rehabilitation services (6243),ind02_Waste management and remediation services (562),ind02_Water transportation (483),ind02_Wired telecommunications carriers (*5171),class_Government - Local,class_Government - State,"class_Private, For Profit","class_Private, Nonprofit",unionmme_Yes,unioncov_Yes,lfsr94_Employed-At Work,race_2,race_3,race_4,race_5,race_6,race_7,race_8,race_9,race_11,race_15,race_16,race_17,race_21,race_23,race_26,ethnic_2.0,ethnic_3.0,ethnic_4.0,ethnic_5.0,ethnic_6.0,ethnic_7.0,ethnic_8.0,sex_2,marital_2,marital_3,marital_4,marital_5,marital_6,marital_7,occ2012_2630,occ2012_2700,occ2012_2710,occ2012_2720,occ2012_2740,occ2012_2750,occ2012_2760,occ2012_2800,occ2012_2810,occ2012_2825,occ2012_2830,occ2012_2840,occ2012_2850,occ2012_2860,occ2012_2900,occ2012_2910,occ2012_2920
10,2914.2268,44,45,0,0,31.25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11,2744.2335,43,41,0,0,31.25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12,4884.8302,41,25,0,0,23.125,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13,6126.8802,43,35,0,0,36.05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,2884.5314,43,36,2,5,53.846000000000004,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
15,2927.067,43,35,0,0,40.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,3244.0056,46,46,0,0,28.845999999999997,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17,3283.0092,43,37,0,0,120.19208333333334,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,2958.054,43,38,0,0,82.41742857142857,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,2730.3331,35,18,2,5,67.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,3093.3094,43,30,0,0,23.066666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2282.9108,43,61,0,0,34.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2884.5314,43,39,1,1,57.6922,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23,3643.5517,43,26,0,0,25.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24,3619.5249,37,17,0,0,8.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
